State,County Name,FIPS,Number of Dem Votes,Number of GOP Votes,Percent With No High School,Percent With Only High School,Percent With Some College, Percent With Bachelor's or more,Percent of County Population Below Poverty
MN,Morrison,27097,3637.0,12925.0,10.6,37.9,35.3,16.2,11.614973262032086
MN,Mower,27099,7444.0,8826.0,13.0,31.6,35.3,20.0,13.777891113094478
MN,Nicollet,27103,7886.0,8436.0,6.4,27.1,34.2,32.3,10.942786144127421
MN,Nobles,27105,2733.0,5299.0,22.7,33.2,30.5,13.5,13.832481466132524
MN,Norman,27107,1264.0,1699.0,9.7,40.9,33.7,15.7,11.405875299760192
MN,Olmsted,27109,36266.0,35668.0,5.7,20.5,31.8,42.0,9.014816430965746
MN,Otter Tail,27111,9339.0,20939.0,8.3,30.7,37.0,24.1,9.514660573960604
MN,Pennington,27113,2146.0,4000.0,8.5,36.0,38.1,17.4,8.496456886269558
MN,Pine,27115,4580.0,8191.0,10.9,41.3,34.0,13.8,12.86579907732562
MN,Pipestone,27117,1127.0,3338.0,13.8,34.8,31.5,19.9,12.470308788598574
MN,Ramsey,27123,176929.0,70778.0,9.7,21.9,27.4,41.0,0.22702216683984025
MN,Red Lake,27125,540.0,1141.0,7.9,40.9,36.1,15.0,10.3235366757224
MN,Redwood,27127,1887.0,5137.0,11.5,37.6,33.1,17.8,11.411779901834151
MN,Renville,27129,2117.0,4890.0,11.5,35.9,37.8,14.8,1.1372047641477694
MN,Rock,27133,1373.0,3091.0,9.9,38.0,31.5,20.6,1.4675270607826811
MN,Roseau,27135,1856.0,5451.0,8.8,36.0,36.6,18.7,8.20205370240449
MN,Sherburne,27141,13299.0,31049.0,5.5,27.2,40.6,26.7,6.965499929057114
MN,Sibley,27143,1954.0,5193.0,10.3,40.2,32.8,16.7,9.692814411507698
MN,St. Louis,27137,57769.0,44631.0,6.5,29.2,36.6,27.8,14.920937759087414
MN,Stearns,27145,25575.0,47618.0,7.9,29.8,36.3,25.9,12.895835618913635
MN,Steele,27147,6239.0,11198.0,7.6,35.6,32.0,24.8,0.3244009486683205
MN,Swift,27151,1679.0,2962.0,11.4,35.5,35.8,17.3,12.347658755612573
MN,Traverse,27155,631.0,1050.0,9.3,36.0,36.6,18.1,8.975868157739846
MN,Wabasha,27157,3866.0,6989.0,6.8,37.1,34.8,21.2,6.585698818434308
MN,Wadena,27159,1684.0,4837.0,10.7,38.2,38.1,13.0,15.038300332417979
MN,Waseca,27161,2838.0,5967.0,8.0,36.2,35.9,19.9,7.2996158096942265
MN,Watonwan,27165,1814.0,2768.0,15.1,40.7,27.8,16.3,11.616438356164384
MN,Wilkin,27167,893.0,2129.0,7.7,29.4,41.6,21.3,9.026908635794744
MN,Winona,27169,11366.0,12122.0,7.5,29.2,34.1,29.3,12.836922593690492
MN,Yellow Medicine,27173,1524.0,3382.0,9.4,36.8,37.5,16.2,11.26376401656733
MO,Andrew,29003,2045.0,6665.0,9.4,38.4,28.2,24.0,9.068301428488809
MO,Audrain,29007,2567.0,6981.0,15.5,46.4,25.5,12.6,16.076221148684915
MO,Bates,29013,1617.0,6000.0,14.7,44.4,27.1,13.8,15.984156002437539
MO,Bollinger,29017,705.0,4827.0,21.2,46.0,23.3,9.4,23.6904859797714
MO,Callaway,29027,4988.0,13052.0,14.3,37.4,27.8,20.5,11.967187465075215
MO,Cape Girardeau,29031,8468.0,26939.0,9.8,31.8,28.5,29.9,16.844623744861728
MO,Chariton,29041,888.0,2948.0,12.3,49.3,22.6,15.8,14.8840885142255
MO,Cole,29051,10907.0,24610.0,8.7,31.4,28.1,31.7,11.809064860640792
MO,Cooper,29053,1932.0,5623.0,11.0,40.1,28.4,20.5,12.131017257039055
MO,Dent,29065,978.0,5599.0,21.1,39.5,26.9,12.6,21.9390368852459
MO,Dunklin,29069,2360.0,8026.0,26.1,37.8,24.7,11.4,27.058975936781422
MO,Gasconade,29073,1519.0,5670.0,14.0,42.3,27.3,16.4,13.988938351544583
MO,Gentry,29075,605.0,2304.0,10.7,43.5,26.3,19.4,15.542258788332086
MO,Hickory,29085,1016.0,3539.0,18.2,42.6,29.4,9.8,24.964647014032415
MO,Holt,29087,346.0,1926.0,9.6,43.9,26.4,20.1,13.732945649742787
MO,Howell,29091,2880.0,13888.0,15.3,39.3,31.1,14.4,22.37448610938084
MO,Laclede,29105,2543.0,12834.0,18.2,38.9,29.2,13.7,18.87451742891763
MO,Maries,29125,794.0,3559.0,17.4,41.9,26.7,14.0,18.69837017191337
MO,McDonald,29119,1329.0,6599.0,21.8,35.5,29.4,13.3,20.469798657718123
MO,Moniteau,29135,1237.0,5344.0,16.4,43.7,21.6,18.3,11.17953874190913
MO,New Madrid,29143,1933.0,5270.0,24.1,41.2,23.6,11.1,24.054604502669676
MO,Nodaway,29147,2529.0,6379.0,7.4,41.2,26.4,25.0,22.15489989462592
MO,Oregon,29149,865.0,3668.0,16.4,41.8,29.2,12.6,25.685808339429407
MO,Ozark,29153,724.0,3639.0,16.2,46.5,25.8,11.5,27.064951631763577
MO,Pemiscot,29155,1946.0,3964.0,25.2,38.0,25.1,11.7,28.872835683981197
MO,Pettis,29159,4322.0,12792.0,16.9,32.4,33.5,17.2,16.59475605708596
MO,Phelps,29161,4761.0,12699.0,13.0,33.2,25.9,27.9,1.658820892176642
MO,Platte,29165,18915.0,24975.0,4.7,22.2,32.4,40.7,1.3926852843052684
MO,Ralls,29173,1138.0,3969.0,12.1,49.4,25.8,12.7,12.459467426550063
MO,Ray,29177,3088.0,7103.0,12.0,46.2,27.9,13.9,15.862371246986632
MO,Reynolds,29179,540.0,2402.0,24.0,42.1,24.8,9.1,19.39856653162979
MO,Scotland,29199,365.0,1525.0,17.2,42.0,26.8,14.0,16.073266104136653
MO,Shannon,29203,776.0,2966.0,18.3,41.3,25.4,15.0,22.23976679217782
MO,St. Charles,29183,68225.0,120899.0,5.7,25.6,32.6,36.1,5.910361891211955
MO,St. Francois,29187,6250.0,17467.0,17.8,36.1,32.4,13.8,14.982090720284141
MO,St. Louis city,29510,101487.0,20281.0,15.5,22.9,28.7,33.0,26.01540293767368
MO,Ste. Genevieve,29186,2540.0,5495.0,12.5,42.9,30.6,13.9,14.311260128527522
MO,Stoddard,29207,1873.0,11077.0,19.6,39.5,27.4,13.6,16.27610286711878
MO,Taney,29213,4367.0,18240.0,11.8,34.6,35.2,18.4,17.050411352216884
MO,Texas,29215,1728.0,8875.0,17.9,43.4,25.2,13.5,10.97033254064169
MO,Vernon,29217,1706.0,6526.0,12.6,41.0,30.1,16.2,16.819689467865214
MS,Alcorn,28003,2684.0,11817.0,18.6,34.9,29.9,16.6,19.568187297420376
MS,Amite,28005,2688.0,4282.0,23.4,38.1,26.3,12.2,28.006366892160766
MS,Attala,28007,2847.0,4288.0,23.1,29.8,32.4,14.8,24.080021058173205
MS,Bolivar,28011,8410.0,4251.0,25.2,25.2,28.2,21.5,36.27395124291583
MS,Claiborne,28021,2523.0,414.0,22.4,28.8,29.5,19.2,38.75258968487624
MS,Coahoma,28027,6378.0,2426.0,22.5,26.4,33.9,17.2,34.8683404776485
MS,Copiah,28029,6203.0,5576.0,22.1,31.5,33.5,12.9,27.27968282673715
MS,Forrest,28035,11271.0,15149.0,13.8,28.5,32.0,25.7,26.17194188696145
MS,George,28039,1013.0,8652.0,19.7,40.0,27.2,13.1,17.480368726527825
MS,Grenada,28043,4386.0,5940.0,22.7,29.2,31.3,16.8,23.66671316315618
MS,Hinds,28049,64922.0,24919.0,13.7,25.0,33.2,28.0,24.81396515289803
MS,Humphreys,28053,2652.0,924.0,34.7,27.6,23.8,13.9,38.20743820743821
MS,Issaquena,28055,395.0,298.0,33.5,34.4,23.1,9.0,32.40601503759398
MS,Itawamba,28057,1100.0,8385.0,24.2,29.9,32.7,13.1,19.21434310118821
MS,Jefferson Davis,28065,3720.0,2466.0,20.2,37.9,27.3,14.6,34.51396070320579
MS,Kemper,28069,2827.0,1778.0,22.2,30.8,35.6,11.4,27.70793523081565
MS,Leake,28079,3579.0,4775.0,23.3,36.9,27.5,12.3,26.481987139963003
MS,Leflore,28083,6677.0,2757.0,22.5,33.8,24.9,18.8,38.82838283828383
MS,Neshoba,28099,2668.0,7613.0,21.4,33.2,31.0,14.4,21.972530087713334
MS,Noxubee,28103,4330.0,1181.0,31.0,32.0,22.4,14.5,31.724511930585685
MS,Oktibbeha,28105,7851.0,7671.0,13.2,20.6,24.2,42.0,28.84232540368799
MS,Panola,28107,7300.0,7371.0,20.3,36.7,27.4,15.6,9.873506676036541
MS,Pearl River,28109,2919.0,15530.0,16.4,30.3,39.1,14.2,19.734242155067708
MS,Pontotoc,28115,2123.0,9442.0,23.3,33.6,28.4,14.7,17.84743788819876
MS,Prentiss,28117,2067.0,7647.0,23.6,31.8,32.7,12.0,21.668707778611783
MS,Rankin,28121,13741.0,46168.0,10.0,27.4,33.0,29.6,9.120118303421389
MS,Sharkey,28125,1290.0,619.0,25.3,28.3,27.4,19.0,31.236395298215065
MS,Sunflower,28133,6560.0,2768.0,27.5,29.7,28.8,14.1,30.119228912082608
MS,Tallahatchie,28135,3337.0,2462.0,32.7,33.2,25.1,8.9,20.529303152567874
MS,Tate,28137,3804.0,7385.0,20.2,28.4,35.3,16.2,14.657360406091371
MS,Tippah,28139,1808.0,7182.0,22.8,34.0,29.5,13.7,23.109319807988406
MS,Tishomingo,28141,990.0,7117.0,21.5,40.0,27.7,10.9,18.35563073453278
MS,Tunica,28143,2577.0,840.0,21.9,30.7,28.4,19.0,28.28273061303423
MS,Walthall,28147,2475.0,3374.0,22.7,43.3,24.3,9.7,25.4562854603869
MS,Yalobusha,28161,2574.0,3366.0,21.6,37.0,27.8,13.6,21.122801381415147
MS,Yazoo,28163,5221.0,4568.0,23.4,38.5,25.3,12.9,29.879095591189685
MT,Beaverhead,30001,1115.0,3243.0,6.3,32.1,30.7,30.9,16.283338732318324
MT,Big Horn,30003,2061.0,1833.0,13.7,34.0,36.6,15.7,10.448098974049486
MT,Broadwater,30007,566.0,2329.0,6.4,37.6,28.7,27.3,8.293713681986265
MT,Carbon,30009,1824.0,3729.0,6.1,29.6,35.1,29.2,10.666153253754333
MT,Cascade,30013,12053.0,19343.0,8.3,31.4,34.3,25.9,14.240483207092232
MT,Chouteau,30015,729.0,1676.0,7.0,32.8,35.4,24.7,21.834288692027098
MT,Daniels,30019,167.0,729.0,5.2,33.1,38.0,23.7,4.76460578559274
MT,Deer Lodge,30023,2018.0,1736.0,10.5,38.3,35.2,15.9,19.512461740271096
MT,Fallon,30025,154.0,1276.0,3.8,39.8,41.6,14.8,6.1871859296482405
MT,Fergus,30027,1196.0,4235.0,6.9,33.1,31.4,28.6,13.82642304989459
MT,Flathead,30029,13233.0,30079.0,5.5,29.3,36.3,28.9,13.400430895408984
MT,Glacier,30035,3076.0,1598.0,10.2,38.8,32.7,18.3,33.02039020096817
MT,Golden Valley,30037,71.0,365.0,6.6,44.3,25.5,23.6,14.337349397590362
MT,Granite,30039,469.0,1185.0,10.5,35.9,28.6,25.0,14.07841926520531
MT,Hill,30041,2350.0,3446.0,9.5,28.6,38.4,23.5,21.382733987165516
MT,Judith Basin,30045,232.0,867.0,5.1,35.0,28.5,31.3,12.894873122734335
MT,Lewis and Clark,30049,14331.0,16665.0,5.1,24.5,32.9,37.5,11.71196919327908
MT,McCone,30055,154.0,858.0,6.9,44.0,32.6,16.4,10.39809863339275
MT,Meagher,30059,191.0,728.0,7.5,41.9,29.4,21.2,16.226622662266227
MT,Missoula,30063,30740.0,21699.0,5.0,22.1,31.1,41.8,15.503325086417153
MT,Musselshell,30065,331.0,1961.0,9.8,42.8,32.8,14.6,17.365661861074706
MT,Petroleum,30069,30.0,276.0,2.2,52.4,24.1,21.3,14.587737843551796
MT,Pondera,30073,737.0,1786.0,10.8,35.7,30.8,22.7,19.973975276512686
MT,Powder River,30075,127.0,880.0,5.1,30.8,38.8,25.4,6.96629213483146
MT,Ravalli,30081,6166.0,14673.0,8.9,32.0,33.3,25.8,17.370141663639664
MT,Roosevelt,30085,1504.0,1722.0,15.1,38.8,31.9,14.2,25.678260869565218
MT,Rosebud,30087,969.0,2211.0,11.7,32.3,36.2,19.8,19.281080506221418
MT,Sanders,30089,1211.0,4268.0,11.9,43.5,28.2,16.4,22.030752916224813
MT,Silver Bow,30093,8545.0,6252.0,9.2,33.6,31.2,25.9,18.956592151305706
MT,Stillwater,30095,904.0,3630.0,5.0,35.8,33.8,25.4,7.118000632711167
MT,Sweet Grass,30097,398.0,1580.0,6.0,36.8,32.5,24.7,11.782560706401766
MT,Toole,30101,399.0,1495.0,15.9,35.0,34.4,14.7,14.649931359090019
MT,Treasure,30103,59.0,350.0,7.8,35.0,37.3,19.8,23.309352517985612
MT,Wheatland,30107,179.0,698.0,24.1,33.1,23.8,19.1,17.34790874524715
MT,Wibaux,30109,55.0,460.0,12.1,37.5,30.2,20.1,12.756467439785906
MT,Yellowstone,30111,21117.0,38675.0,6.9,31.1,32.7,29.2,10.046130516228512
NC,Alamance,37001,29268.0,38235.0,15.3,28.2,34.5,22.1,17.815491235738676
NC,Alleghany,37005,1300.0,3789.0,19.0,32.3,30.1,18.6,19.32112467628561
NC,Anson,37007,5785.0,4480.0,19.6,41.1,29.8,9.5,21.39513108614232
NC,Ashe,37009,3476.0,9353.0,16.7,31.5,32.3,19.5,19.665427509293682
NC,Avery,37011,1670.0,6226.0,21.0,29.8,29.4,19.8,14.262164620281947
NC,Beaufort,37013,8699.0,14478.0,15.4,32.9,33.2,18.6,17.279094714258672
NC,Bertie,37015,5837.0,3476.0,25.2,38.1,25.2,11.5,19.674716609167078
NC,Bladen,37017,7021.0,8511.0,21.6,31.9,31.7,14.8,27.86727368236736
NC,Brunswick,37019,23117.0,42440.0,12.0,27.5,33.5,27.0,2.5965976741530885
NC,Buncombe,37021,74937.0,55339.0,10.0,24.5,28.9,36.6,14.238473466029555
NC,Cabarrus,37025,35048.0,53224.0,11.1,26.3,34.1,28.6,11.36035174140493
NC,Carteret,37031,9806.0,26228.0,10.0,26.6,37.4,25.9,12.879194923253417
NC,Caswell,37033,4549.0,5758.0,24.9,33.5,28.5,13.2,21.241091604380323
NC,Catawba,37035,21050.0,48062.0,16.6,30.5,31.3,21.6,15.59774539985732
NC,Chowan,37041,2965.0,3983.0,15.8,34.3,29.8,20.1,24.290286668522125
NC,Columbus,37047,8991.0,14177.0,19.3,32.7,36.0,12.0,21.857817907144238
NC,Craven,37049,17481.0,27556.0,12.7,26.9,38.0,22.5,14.701190211453488
NC,Currituck,37053,2879.0,9070.0,12.8,29.0,36.3,21.9,9.78161785105624
NC,Dare,37055,7079.0,11283.0,7.5,24.6,38.9,29.0,8.10712077783398
NC,Davidson,37057,17328.0,52870.0,17.6,33.5,30.7,18.2,15.969329338108116
NC,Davie,37059,5228.0,15502.0,14.5,31.0,30.9,23.6,13.754316960859555
NC,Duplin,37061,8196.0,12151.0,28.0,31.0,30.8,10.3,27.4518493267428
NC,Durham,37063,118783.0,27879.0,12.6,17.1,23.4,46.9,16.271255235832893
NC,Edgecombe,37065,16152.0,8219.0,22.6,36.4,30.6,10.4,25.54290278835615
NC,Gaston,37071,30982.0,61467.0,16.8,30.0,33.4,19.8,16.784304903311682
NC,Gates,37073,2371.0,2851.0,14.7,37.3,33.6,14.5,12.150593990216633
NC,Granville,37077,12827.0,13500.0,18.4,31.3,30.9,19.4,15.557908760183778
NC,Guilford,37081,147949.0,97461.0,11.6,24.5,29.4,34.5,16.84191611212873
NC,Halifax,37083,15642.0,8954.0,23.2,36.1,27.3,13.4,12.419012671291783
NC,Harnett,37085,16452.0,27278.0,14.2,31.3,35.2,19.3,17.530673410133932
NC,Haywood,37087,10414.0,18844.0,13.0,28.6,34.6,23.8,6.250521711547773
NC,Hertford,37091,6886.0,3081.0,19.7,33.0,32.4,15.0,21.640119462419115
NC,Hoke,37093,9608.0,7676.0,15.4,28.7,38.2,17.8,21.848564561609358
NC,Hyde,37095,956.0,1275.0,19.4,41.0,30.9,8.7,2.798473559876431
NC,Iredell,37097,24441.0,54164.0,12.1,29.2,33.0,25.7,13.008847475175303
NC,Johnston,37101,28153.0,54082.0,15.0,30.2,33.5,21.2,1.2232613482795196
NC,Lenoir,37107,11752.0,13354.0,19.7,31.5,35.1,13.7,21.732912940852156
NC,McDowell,37111,4645.0,14517.0,17.6,35.2,32.6,14.6,15.737384071347552
NC,Mecklenburg,37119,292258.0,154303.0,10.4,18.4,28.1,43.1,0.5155467136799856
NC,Moore,37125,16148.0,30273.0,10.4,24.2,31.2,34.2,0.6819433266974458
NC,Nash,37127,23024.0,23142.0,15.9,33.7,30.8,19.6,17.09664711080825
NC,New Hanover,37129,50219.0,54665.0,7.7,22.2,32.2,37.9,16.904233449160404
NC,Northampton,37131,6113.0,3556.0,21.7,38.2,28.8,11.3,12.567904859785642
NC,Onslow,37133,17156.0,36342.0,9.0,29.0,42.5,19.5,12.7731469847567
NC,Pamlico,37137,2427.0,4225.0,13.3,31.1,36.4,19.2,13.8688986232791
NC,Pasquotank,37139,8455.0,8082.0,14.6,32.0,34.5,18.9,16.436871423890302
NC,Pender,37141,9086.0,17317.0,14.5,30.0,32.4,23.1,17.864077669902912
NC,Perquimans,37143,2291.0,4143.0,15.1,35.4,32.1,17.4,16.465324384787472
NC,Person,37145,7772.0,11116.0,15.3,37.4,32.4,14.9,18.182050104597174
NC,Pitt,37147,40967.0,35191.0,11.2,24.9,34.4,29.5,23.505238900682247
NC,Robeson,37155,18377.0,20294.0,23.6,34.4,29.3,12.6,30.01891400828046
NC,Rockingham,37157,14057.0,26463.0,18.9,36.1,31.1,13.8,9.695118625579493
NC,Rutherford,37161,7451.0,21694.0,19.0,31.9,32.4,16.7,19.060515783455205
NC,Sampson,37163,10486.0,14761.0,24.3,33.5,30.3,11.9,23.92241379310345
NC,Stanly,37167,7008.0,21788.0,15.3,33.9,34.7,16.1,16.583038985904334
NC,Stokes,37169,4645.0,16976.0,17.8,39.3,28.6,14.3,15.207452773225222
NC,Surry,37171,7438.0,23495.0,22.4,30.8,31.5,15.3,1.1082317913657165
NC,Swain,37173,2186.0,3557.0,19.7,32.8,32.1,15.3,22.712780704186304
NC,Transylvania,37175,6520.0,10441.0,11.8,28.4,30.2,29.7,13.848563339557856
NC,Tyrrell,37177,705.0,968.0,27.0,39.3,25.4,8.2,21.85990338164251
NC,Vance,37181,12168.0,7304.0,23.7,36.3,28.6,11.5,25.20123559784447
NC,Wake,37183,298353.0,193607.0,7.7,16.2,26.1,50.1,10.28724801218035
NC,Watauga,37189,13953.0,13521.0,12.0,20.9,28.2,38.9,27.906231140615574
NC,Yadkin,37197,3140.0,13815.0,21.9,34.5,31.5,12.1,18.933525011314327
NC,Yancey,37199,3181.0,6367.0,16.6,34.4,28.8,20.1,21.13983147346846
ND,Barnes,38003,1597.0,3156.0,9.1,32.7,34.5,23.7,9.302114529449133
ND,Benson,38005,842.0,927.0,15.0,32.4,37.6,15.0,33.56002365464222
ND,Billings,38007,58.0,492.0,9.9,32.9,32.3,24.9,11.195652173913045
ND,Bottineau,38009,734.0,2482.0,9.2,32.1,37.5,21.3,8.477353992848629
ND,Bowman,38011,227.0,1445.0,10.2,32.6,35.2,21.9,7.375800060957026
ND,Burleigh,38015,10865.0,32499.0,6.6,23.7,35.5,34.2,7.244586698745489
ND,Cavalier,38019,476.0,1356.0,9.0,28.3,44.0,18.7,5.169712793733681
ND,Dickey,38021,551.0,1656.0,12.3,27.3,32.5,28.0,8.163664839467502
ND,Divide,38023,243.0,860.0,11.8,33.9,31.3,23.1,8.789860997547015
ND,Dunn,38025,356.0,1753.0,9.0,32.5,38.1,20.5,10.712724092697858
ND,Eddy,38027,354.0,790.0,10.9,30.7,36.3,22.2,12.927756653992395
ND,Emmons,38029,215.0,1672.0,15.2,36.6,33.0,15.3,11.877394636015326
ND,Foster,38031,346.0,1237.0,11.3,28.6,38.5,21.6,9.194711538461538
ND,Grand Forks,38035,10828.0,16325.0,6.3,25.1,35.5,33.1,16.265230543069574
ND,Griggs,38039,298.0,847.0,12.4,32.8,34.6,20.3,6.97271546123863
ND,Hettinger,38041,168.0,1032.0,12.1,36.1,38.0,13.8,7.686594875603417
ND,Kidder,38043,179.0,1106.0,9.0,35.7,35.5,19.7,7.056870070568701
ND,LaMoure,38045,500.0,1475.0,13.7,30.4,33.3,22.5,9.30232558139535
ND,McKenzie,38053,696.0,3661.0,7.6,31.1,36.7,24.6,10.639462163852407
ND,Mountrail,38061,1211.0,2551.0,8.1,29.5,38.7,23.6,10.88580576307364
ND,Oliver,38065,119.0,827.0,12.1,32.5,38.0,17.4,3.8939967550027044
ND,Pembina,38067,681.0,2204.0,11.1,35.2,33.5,20.2,5.868212669683258
ND,Ransom,38073,836.0,1209.0,10.0,36.6,36.2,17.2,8.91941391941392
ND,Rolette,38079,2097.0,1210.0,16.0,22.3,39.2,22.5,30.84845178011185
ND,Sargent,38081,693.0,1088.0,8.3,31.3,41.5,19.0,5.716502845318158
ND,Slope,38087,42.0,361.0,11.4,27.8,31.5,29.3,8.769633507853403
ND,Stutsman,38093,2484.0,6706.0,10.1,34.4,30.9,24.5,9.986734887246541
ND,Towner,38095,305.0,733.0,7.7,33.3,40.4,18.6,13.977072310405644
ND,Traill,38097,1239.0,2263.0,7.8,26.2,38.8,27.2,7.951566595930595
ND,Walsh,38099,1166.0,2991.0,13.1,36.7,33.5,16.7,10.377962844330558
ND,Ward,38101,5792.0,18601.0,6.7,29.9,37.1,26.4,2.6240210706230123
ND,Williams,38105,1722.0,10033.0,7.7,28.4,41.4,22.5,8.570944132025886
NE,Antelope,31003,381.0,2717.0,9.0,33.4,39.0,18.6,11.691153485464207
NE,Arthur,31005,16.0,237.0,5.0,27.5,40.7,26.8,7.658643326039387
NE,Banner,31007,18.0,355.0,4.0,31.8,47.1,17.0,11.91969887076537
NE,Box Butte,31013,953.0,3550.0,8.5,32.8,43.0,15.7,13.65042878613739
NE,Buffalo,31019,4690.0,14424.0,6.4,25.1,35.0,33.5,1.6416317819912996
NE,Burt,31021,928.0,2360.0,10.1,37.9,34.2,17.8,9.831332624221242
NE,Cherry,31031,317.0,2623.0,8.8,32.9,39.3,19.1,7.857265397152171
NE,Colfax,31037,857.0,2171.0,28.5,31.5,26.1,13.9,11.640261834740537
NE,Cuming,31039,712.0,3095.0,12.3,38.2,29.6,20.0,12.070098576122673
NE,Dawes,31045,785.0,2559.0,5.6,26.9,32.8,34.7,14.069240128304392
NE,Deuel,31049,120.0,809.0,9.1,32.5,40.6,17.8,10.291060291060292
NE,Dixon,31051,556.0,2041.0,11.5,36.9,32.6,19.0,11.66004491276559
NE,Dundy,31057,89.0,823.0,9.8,32.4,38.2,19.5,8.38888888888889
NE,Frontier,31063,161.0,1106.0,4.6,33.6,43.0,18.7,10.278945357279328
NE,Furnas,31065,304.0,1915.0,11.8,32.7,38.7,16.8,15.240255722829449
NE,Gage,31067,2930.0,6333.0,10.7,35.3,34.0,20.1,10.222750766134565
NE,Garden,31069,153.0,869.0,5.6,30.4,42.0,21.9,11.312921639854697
NE,Gosper,31073,165.0,792.0,6.9,34.6,37.6,20.9,5.691056910569105
NE,Hayes,31085,30.0,471.0,9.2,27.2,43.0,20.6,8.629989212513484
NE,Hitchcock,31087,158.0,1216.0,8.2,37.3,39.7,14.7,15.68355308813324
NE,Hooker,31091,40.0,355.0,5.9,34.0,36.4,23.7,14.188267394270124
NE,Kearney,31099,550.0,2519.0,6.6,34.5,35.0,23.9,6.732522796352583
NE,Keith,31101,560.0,3203.0,8.2,34.4,35.8,21.6,12.689159017613497
NE,Keya Paha,31103,39.0,458.0,6.7,38.1,36.4,18.8,9.58904109589041
NE,Kimball,31105,227.0,1317.0,11.6,34.8,38.0,15.6,10.13713363807475
NE,Lancaster,31109,60533.0,60456.0,6.6,22.3,33.8,37.3,0.35818844964917157
NE,Loup,31115,48.0,323.0,2.7,37.6,37.8,21.9,9.278350515463918
NE,Merrick,31121,601.0,2914.0,7.5,34.7,41.8,16.0,9.67866323907455
NE,Morrill,31123,282.0,1788.0,13.3,31.8,36.0,19.0,11.890999174236168
NE,Nance,31125,280.0,1257.0,9.3,37.4,36.0,17.3,12.124582869855395
NE,Nuckolls,31129,348.0,1709.0,6.7,43.6,33.1,16.6,12.433556736769125
NE,Otoe,31131,2017.0,4833.0,8.9,37.8,32.6,20.7,10.503227423701198
NE,Perkins,31135,160.0,1202.0,10.9,31.0,35.0,23.1,6.600884654644437
NE,Red Willow,31145,638.0,4212.0,6.5,35.3,40.0,18.2,11.396379756187661
NE,Richardson,31147,798.0,2684.0,9.0,38.3,33.7,19.1,17.804998762682505
NE,Sarpy,31153,27704.0,44649.0,4.6,21.9,35.1,38.4,6.031646650350049
NE,Saunders,31155,2509.0,7486.0,6.9,31.5,35.4,26.1,9.026026549935766
NE,Scotts Bluff,31157,3151.0,9952.0,13.0,29.5,36.2,21.4,13.198347107438016
NE,Thayer,31169,490.0,1993.0,8.2,36.2,36.0,19.6,11.720116618075801
NE,Thurston,31173,911.0,1013.0,13.4,33.3,37.5,15.9,30.669118687225914
NH,Belknap,33001,13517.0,19315.0,8.3,30.1,31.1,30.5,10.134542505833485
NH,Cheshire,33005,22064.0,16876.0,7.3,33.3,27.9,31.4,10.268238510165727
NH,Coos,33007,6558.0,7951.0,12.1,39.2,30.9,17.8,12.51664447403462
NH,Grafton,33009,28510.0,19010.0,7.8,28.3,25.0,38.9,10.90890663183144
NH,Merrimack,33013,40198.0,37674.0,6.9,27.9,30.2,34.9,8.20424865288263
NH,Strafford,33017,34894.0,29072.0,7.7,27.7,29.7,34.8,9.387054954784038
NJ,Atlantic,34001,54472.0,47882.0,14.3,33.1,26.7,25.9,15.188162689765047
NJ,Bergen,34003,209251.0,163220.0,8.0,24.0,20.5,47.6,7.3844296535293426
NJ,Burlington,34005,108361.0,79539.0,7.1,29.1,27.4,36.4,6.324567743370212
NJ,Cape May,34009,18626.0,28237.0,9.9,33.8,25.7,30.5,10.222156616724481
NJ,Gloucester,34015,66355.0,66949.0,8.0,34.3,27.7,29.9,0.9578714576215484
NJ,Hudson,34017,149980.0,45615.0,16.6,26.2,18.7,38.6,17.091419114973323
NJ,Hunterdon,34019,28797.0,38565.0,5.3,22.4,22.6,49.6,4.385517186378499
NJ,Monmouth,34025,135825.0,165305.0,7.3,25.1,24.3,43.3,7.54943959155997
NJ,Ocean,34029,81845.0,170103.0,9.1,35.3,28.2,27.5,11.000507820262198
NJ,Passaic,34031,112608.0,71488.0,17.5,34.2,21.6,26.7,16.470953858984497
NJ,Salem,34033,11766.0,16256.0,13.4,38.5,27.8,20.3,13.593781767566975
NM,Bernalillo,35001,141960.0,93874.0,11.9,23.6,31.7,32.8,18.47193681393981
NM,Catron,35003,426.0,1453.0,7.7,37.5,30.0,24.8,23.38826250361376
NM,Chaves,35005,5530.0,12869.0,21.9,26.7,32.1,19.3,21.6636908849517
NM,Cibola,35006,3721.0,3179.0,19.9,33.6,34.1,12.4,25.638679452455897
NM,Curry,35009,2776.0,7560.0,16.8,26.5,36.9,19.7,6.736246663745369
NM,De Baca,35011,192.0,617.0,14.1,38.6,37.8,9.5,21.245221190606227
NM,Guadalupe,35019,962.0,591.0,24.1,39.7,22.4,13.9,12.419798350137489
NM,Harding,35021,156.0,311.0,11.0,38.8,24.4,25.8,11.587982832618025
NM,Hidalgo,35023,780.0,906.0,23.1,29.7,31.8,15.4,24.35432714091527
NM,Lea,35025,3877.0,12306.0,28.2,30.3,28.4,13.1,14.889622854561878
NM,Los Alamos,35028,5443.0,3329.0,2.8,11.2,21.4,64.6,5.108499095840868
NM,Luna,35029,3195.0,3478.0,30.7,32.8,24.0,12.5,29.22454649452525
